lad21cd,local_authority,in_lad,wa21cd,population,collection_type,collection_type_sort,in_foi,waste_authority,waste_authority_type,total_collected,total_recycled,total_not_recycled,total_rejects,household_collected,household_recycled,household_not_recycled,household_rejects,non_household_collected,non_household_recycled,non_household_not_recycled,non_household_rejects,in_rec,household_recycle_rate,rgn21cd,region,bng_e,bng_n,long,lat,household_collected_per_cap
E07000212,Runnymede,Y,E07000212,87739,Co-Mingled,1,Y,Runnymede Borough Council,Collection,31339,14395,16945,389,28867,14313,14554,389,2473,82,2391,0,Y,0.495825683306197,E12000008,South East,501777,166979,-0.53855,51.3927,0.329009904375477
E07000213,Spelthorne,Y,E07000213,102995,Co-Mingled,1,Y,Spelthorne Borough Council,Collection,37289,17107,20182,893,36605,16970,19635,893,684,137,547,0,Y,0.46359786914356,E12000008,South East,507012,169622,-0.46254,51.4155,0.3554056022137
E07000214,Surrey Heath,Y,E07000214,90645,Co-Mingled,1,Y,Surrey Heath Borough Council,Collection,32168,18926,13242,742,31928,18907,13021,742,240,20,221,0,Y,0.592176146329241,E12000008,South East,491362,160483,-0.68986,51.3361,0.35223123172817
E07000215,Tandridge,Y,E07000215,88143,Co-Mingled,1,Y,Tandridge District Council,Collection,34406,20366,14040,875,33894,20318,13576,875,512,48,464,0,Y,0.599457131055644,E12000008,South East,536365,150325,-0.04805,51.2358,0.384534222797046
E07000216,Waverley,Y,E07000216,128878,Co-Mingled,1,Y,Waverley Borough Council,Collection,47226,27785,19441,663,47147,27780,19367,663,79,5,74,0,Y,0.58922094725009,E12000008,South East,496363,140635,-0.62343,51.1569,0.365826595695154
E07000217,Woking,Y,E07000217,103889,Co-Mingled,1,Y,Woking Borough Council,Collection,36015,18286,17728,663,35495,18266,17229,663,520,20,500,0,Y,0.514607691224116,E12000008,South East,499087,157542,-0.57982,51.3084,0.341662736189587
E07000218,North Warwickshire,Y,E07000218,65340,Co-Mingled,1,Y,North Warwickshire Borough Council,Collection,29254,10257,18996,2088,28088,10205,17883,2088,1166,53,1113,0,Y,0.363322415266306,E12000005,West Midlands,425570,296399,-1.6242,52.5648,0.429874502601775
E07000219,Nuneaton and Bedworth,Y,E07000219,134291,Two Stream,2,Y,Nuneaton and Bedworth Borough Council,Collection,52808,19846,32962,72,51389,19838,31552,72,1419,8,1410,0,Y,0.386035922084493,E12000005,West Midlands,435419,289352,-1.47965,52.5009,0.382668980050785
E07000220,Rugby,Y,E07000220,114829,Co-Mingled,1,Y,Rugby Borough Council,Collection,47416,18719,28697,1152,42087,18197,23890,1152,5329,522,4807,0,Y,0.432366288877801,E12000005,West Midlands,446498,276244,-1.31828,52.3823,0.366518910728126
E07000221,Stratford-on-Avon,Y,E07000221,135964,Co-Mingled,1,Y,Stratford-on-Avon District Council,Collection,58182,33087,25095,2184,58040,32206,25834,2184,142,881,-739,0,Y,0.554893177119228,E12000005,West Midlands,425019,251536,-1.63565,52.1615,0.426877702921361
E07000222,Warwick,Y,E07000222,148729,Two Stream,2,Y,Warwick District Council,Collection,55644,30016,25628,372,55524,30008,25516,372,121,8,112,0,Y,0.540450976154456,E12000005,West Midlands,428484,267113,-1.58369,52.3014,0.373323292700146
E07000223,Adur,Y,E07000223,64626,Co-Mingled,1,Y,Adur District Council,Collection,22020,8157,13863,467,19607,8123,11484,467,2413,34,2379,0,Y,0.414290814505024,E12000008,South East,518076,106472,-0.32417,50.8457,0.303391823724198
E07000224,Arun,Y,E07000224,165225,Co-Mingled,1,Y,Arun District Council,Collection,60728,25596,35132,1506,60061,25596,34465,1506,667,0,667,0,Y,0.426166730490668,E12000008,South East,495144,105723,-0.64999,50.8432,0.363510364654259
E07000225,Chichester,Y,E07000225,124531,Co-Mingled,1,Y,Chichester District Council,Collection,55921,23069,32852,908,47632,22392,25240,886,8289,677,7612,22,Y,0.470104131676184,E12000008,South East,490285,116600,-0.7163,50.9418,0.382491106632084
E07000226,Crawley,Y,E07000226,118580,Co-Mingled,1,Y,Crawley Borough Council,Collection,36609,11344,25264,788,35267,11072,24196,788,1341,273,1069,0,Y,0.313947883290328,E12000008,South East,526390,137581,-0.19533,51.1236,0.297411030527914
E07000227,Horsham,Y,E07000227,147487,Co-Mingled,1,Y,Horsham District Council,Collection,62770,30703,32067,1954,56683,30093,26591,1934,6086,610,5477,20,Y,0.530899917082723,E12000008,South East,513674,123840,-0.38126,51.0027,0.384325398170686
E07000228,Mid Sussex,Y,E07000228,152949,Co-Mingled,1,Y,Mid Sussex District Council,Collection,52746,22477,30269,1383,52451,22474,29978,1383,295,3,292,0,Y,0.428476101504261,E12000008,South East,533054,130623,-0.10272,51.0595,0.342931303898685
E07000229,Worthing,Y,E07000229,111657,Co-Mingled,1,Y,Worthing Borough Council,Collection,44486,17145,27342,850,39195,17101,22094,850,5291,44,5247,0,Y,0.436305651231024,E12000008,South East,512679,104948,-0.40127,50.8331,0.351030387705204
E07000234,Bromsgrove,Y,E07000234,99475,Co-Mingled,1,Y,Bromsgrove District Council,Collection,45581,17995,27586,1727,40936,17108,23828,1727,4645,887,3758,0,Y,0.417920656634747,E12000005,West Midlands,399840,273736,-2.00376,52.3617,0.4115204825333
E07000235,Malvern Hills,Y,E07000235,79973,Co-Mingled,1,Y,Malvern Hills District Council,Collection,29021,11725,17296,1300,26974,11147,15827,1300,2047,578,1469,0,Y,0.413249796099948,E12000005,West Midlands,377465,252197,-2.33089,52.1676,0.337288834981806
E07000236,Redditch,Y,E07000236,86996,Co-Mingled,1,Y,Redditch Borough Council,Collection,28712,8283,20429,1226,28279,8008,20271,1226,433,275,158,0,Y,0.283178330209696,E12000005,West Midlands,403705,265253,-1.9471,52.2854,0.325060922341257
E07000237,Worcester,Y,E07000237,103617,Co-Mingled,1,Y,Worcester City Council,Collection,36262,12689,23574,1622,33188,12035,21154,1622,3074,654,2420,0,Y,0.362631071471616,E12000005,West Midlands,385725,255196,-2.21025,52.1948,0.320294932298754
E07000238,Wychavon,Y,E07000238,133100,Co-Mingled,1,Y,Wychavon District Council,Collection,54720,22892,31828,2240,51272,22379,28893,2240,3448,513,2935,0,Y,0.436476049305664,E12000005,West Midlands,398991,247839,-2.01614,52.1289,0.385214124718257
E07000239,Wyre Forest,Y,E07000239,101786,Co-Mingled,1,Y,Wyre Forest District Council,Collection,40834,13490,27343,1622,38665,13042,25622,1622,2169,448,1721,0,Y,0.337307642570801,E12000005,West Midlands,384106,276388,-2.23494,52.3853,0.379865600377262
E07000240,St Albans,Y,E07000240,148641,Two Stream,2,Y,St Albans City and District Council,Collection,53310,33131,20180,162,53046,33127,19919,162,264,4,260,0,Y,0.624495720695246,E12000006,East of England,514580,209623,-0.3407,51.7736,0.356873271842897
E07000241,Welwyn Hatfield,Y,E07000241,119538,Two Stream,2,Y,Welwyn Hatfield Council,Collection,41921,20696,21226,398,40916,20696,20220,398,1006,0,1006,0,Y,0.505816795385668,E12000006,East of England,525345,208467,-0.18518,51.7609,0.342284461844769
E07000242,East Hertfordshire,Y,E07000242,150687,Two Stream,2,Y,East Hertfordshire District Council,Collection,59396,26449,32948,357,56849,26327,30522,357,2548,122,2426,0,Y,0.463104012383683,E12000006,East of England,537995,220370,0.002739,51.8648,0.37726545753781
E07000243,Stevenage,Y,E07000243,89320,Multi-Stream,3,Y,Stevenage Borough Council,Collection,34977,13178,21799,31,32615,12941,19674,31,2362,237,2125,0,Y,0.396780622413,E12000006,East of England,524622,224531,-0.18987,51.9054,0.365147783251232
E07000244,East Suffolk,Y,E07000244,246801,Co-Mingled,1,Y,East Suffolk Council,Collection,111921,43267,68654,5049,102396,41397,60999,5049,9525,1870,7655,0,Y,0.404283370444158,E12000006,East of England,636043,266272,1.45619,52.244,0.414892970449877
E07000245,West Suffolk,Y,E07000245,180820,Co-Mingled,1,Y,West Suffolk Council,Collection,82705,27756,54948,2663,70658,25761,44898,2663,12046,1995,10051,0,Y,0.36458716635059,E12000006,East of England,580944,271124,0.652769,52.3084,0.390764295984957
E07000246,Somerset West and Taunton,Y,E50000009,157909,Two Stream,2,Y,Somerset Waste Partnership,Unitary,271604,150246,121358,33,266473,149880,116593,33,5131,366,4765,0,Y,0.562458485475076,E12000009,South West,304960,130228,-3.35766,51.0635,1.68750989493949
E08000001,Bolton,Y,E08000001,296041,Two Stream,2,Y,Bolton MBC,Collection,99683,47511,52172,1234,93352,47511,45840,1234,6332,0,6332,0,Y,0.5089446396435,E12000002,North West,368352,409873,-2.47952,53.5845,0.315334700261113
E08000002,Bury,Y,E08000002,193823,Two Stream,2,Y,Bury MBC,Collection,69452,34866,34586,841,64376,34664,29711,841,5077,202,4875,0,Y,0.538461538461538,E12000002,North West,379658,410768,-2.3088,53.5931,0.332138084747424
E08000003,Manchester,Y,E08000003,549853,Two Stream,2,Y,Manchester City Council MBC,Collection,176399,67607,108792,4170,168451,66809,101642,4170,7948,798,7150,0,Y,0.396607915654998,E12000002,North West,384591,397063,-2.23359,53.4701,0.306356426172086
E08000004,Oldham,Y,E08000004,242072,Two Stream,2,Y,Oldham MBC,Collection,87133,35924,51209,752,75760,35193,40568,752,11373,732,10641,0,Y,0.464532734952482,E12000002,North West,396603,406784,-2.05274,53.5577,0.312964737763971
E08000005,Rochdale,Y,E08000005,224087,Two Stream,2,Y,Rochdale MBC,Collection,76238,38713,37525,407,74169,37524,36646,407,2069,1190,879,0,Y,0.505925656271488,E12000002,North West,390315,412326,-2.14784,53.6074,0.330983055688193
E08000006,Salford,Y,E08000006,270764,Two Stream,2,Y,Salford City Council MBC,Collection,98848,40845,58003,1705,85168,40768,44401,1705,13680,78,13602,0,Y,0.478677437535225,E12000002,North West,374556,398128,-2.38485,53.4793,0.314546985566767
E08000007,Stockport,Y,E08000007,295243,Two Stream,2,Y,Stockport MBC,Collection,105254,62881,42373,955,104213,62851,41362,955,1042,30,1012,0,Y,0.603101340523735,E12000002,North West,391806,388264,-2.12467,53.3912,0.352973652211907
E08000008,Tameside,Y,E08000008,231199,Two Stream,2,Y,Tameside MBC,Collection,82799,39820,42979,1794,75188,39576,35611,1794,7611,243,7368,0,Y,0.526360589455764,E12000002,North West,394987,397995,-2.077,53.4787,0.325209019070152
E08000009,Trafford,Y,E08000009,235546,Two Stream,2,Y,Trafford MBC,Collection,87142,49189,37953,1189,80702,47469,33233,1182,6441,1721,4720,7,Y,0.588201035909891,E12000002,North West,375790,391162,-2.36572,53.4167,0.342616728791828
E08000010,Wigan,Y,E08000010,329759,Two Stream,2,Y,Wigan MBC,Unitary,148167,80828,67339,3252,140791,74564,66226,3252,7376,6263,1113,0,Y,0.529607716402327,E12000002,North West,362136,402126,-2.57247,53.5145,0.426951197692861
E08000011,Knowsley,Y,E08000011,154974,Co-Mingled,1,Y,Knowsley MBC,Collection,63531,17554,45977,3854,61962,16391,45571,3854,1569,1163,406,0,Y,0.26453310093283,E12000002,North West,344762,393778,-2.83297,53.4379,0.399821905609973
E08000012,Liverpool,Y,E08000012,484488,Co-Mingled,1,Y,Liverpool City Council,Collection,194409,44042,150367,9516,192247,44042,148206,9516,2162,0,2162,0,Y,0.229090701025244,E12000002,North West,339361,390553,-2.91364,53.4083,0.396804461617212
E08000013,St. Helens,Y,E08000013,183391,Multi-Stream,3,Y,St Helens MBC,Collection,73818,27796,46022,171,68104,25071,43033,171,5714,2725,2989,0,Y,0.36812815693645,E12000002,North West,353412,395992,-2.7031,53.4586,0.371359554176595
E08000014,Sefton,Y,E08000014,279692,Co-Mingled,1,Y,Sefton MBC,Collection,119614,39369,80244,8292,118602,39340,79262,8292,1012,29,983,0,Y,0.331697610495607,E12000002,North West,334282,398832,-2.99177,53.4821,0.424045020951618
E08000015,Wirral,Y,E08000015,320600,Co-Mingled,1,Y,Wirral MBC,Collection,129920,41421,88499,5085,127683,41252,86431,5085,2237,169,2068,0,Y,0.32308138123321,E12000002,North West,329110,386965,-3.06701,53.3748,0.398262632563943
E08000016,Barnsley,Y,E08000016,244893,Two Stream,2,Y,Barnsley MBC,Unitary,117462,51516,65946,295,106474,47785,58689,295,10988,3731,7257,0,Y,0.448795010988598,E12000003,Yorkshire and The Humber,429979,403327,-1.54925,53.5258,0.434777637580494
E08000017,Doncaster,Y,E08000017,308705,Two Stream,2,Y,Doncaster MBC,Unitary,157994,71721,86273,2595,141883,63544,78339,2595,16110,8177,7934,0,Y,0.44786197077874,E12000003,Yorkshire and The Humber,459167,403735,-1.10894,53.527,0.459607068236666
E08000018,Rotherham,Y,E08000018,266183,Two Stream,2,Y,Rotherham MBC,Unitary,114013,51939,62075,3510,107853,48570,59283,3510,6160,3369,2791,0,Y,0.450335178437317,E12000003,Yorkshire and The Humber,447542,388980,-1.28651,53.3955,0.40518365184854
E08000019,Sheffield,Y,E08000019,554401,Two Stream,2,Y,Sheffield City Council,Unitary,201398,68548,132850,409,193078,61964,131114,409,8320,6584,1736,0,Y,0.320927293632625,E12000003,Yorkshire and The Humber,430511,389736,-1.54254,53.4036,0.348264162582679
E08000021,Newcastle upon Tyne,Y,E08000021,298264,Two Stream,2,Y,Newcastle-upon-Tyne City Council MBC,Unitary,138662,49755,88907,3020,110680,40605,70075,3020,27982,9150,18832,0,Y,0.366868449584387,E12000001,North East,422287,569661,-1.65297,55.021,0.371080653380897
E08000022,North Tyneside,Y,E08000022,209151,Two Stream,2,Y,North Tyneside Council,Unitary,97176,33027,64149,1516,89955,31621,58334,1516,7221,1406,5814,0,Y,0.351520204546718,E12000001,North East,431471,570602,-1.50923,55.029,0.430095959378631
E08000023,South Tyneside,Y,E08000023,147915,Two Stream,2,Y,South Tyneside MBC,Unitary,78529,25473,53056,1735,66859,21641,45218,1735,11670,3832,7838,0,Y,0.323681179796288,E12000001,North East,435514,564057,-1.44679,54.9699,0.45200960010817
E08000024,Sunderland,Y,E08000024,274211,Two Stream,2,Y,Sunderland City Council,Unitary,129589,37708,91881,1986,117816,35146,82670,1986,11773,2562,9212,0,Y,0.298312623073267,E12000001,North East,436470,551524,-1.43344,54.8572,0.429654536105408
E08000025,Birmingham,Y,E08000025,1142494,Two Stream,2,Y,Birmingham City Council,Unitary,463335,98981,364354,8796,401225,91670,309555,8508,62110,7311,54800,288,Y,0.228475294410867,E12000005,West Midlands,408150,287352,-1.88141,52.484,0.351183463545542
E08000026,Coventry,Y,E08000026,343320,Co-Mingled,1,Y,Coventry City Council,Unitary,153102,40401,112701,7025,122265,34976,87290,7025,30837,5425,25411,0,Y,0.286067149225044,E12000005,West Midlands,432807,279689,-1.51908,52.4142,0.356125480601188
E08000027,Dudley,Y,E08000027,323581,Multi-Stream,3,Y,Dudley MBC,Unitary,142704,49220,93484,489,127424,46388,81037,489,15279,2832,12447,0,Y,0.364044450025113,E12000005,West Midlands,393191,288584,-2.10171,52.4951,0.393793207883034
E08000028,Sandwell,Y,E08000028,341729,Co-Mingled,1,Y,Sandwell MBC,Unitary,140802,36958,103844,8710,128000,34887,93113,8710,12802,2070,10731,0,Y,0.2725546875,E12000005,West Midlands,399573,290764,-2.00771,52.5148,0.374565810920349
E08000029,Solihull,Y,E08000029,216666,Two Stream,2,Y,Solihull MBC,Unitary,96858,36148,60711,3141,91174,32102,59072,3141,5684,4045,1639,0,Y,0.352095992278501,E12000005,West Midlands,419434,281483,-1.71558,52.431,0.420804371705759
E08000030,Walsall,Y,E08000030,284306,Co-Mingled,1,Y,Walsall MBC,Unitary,127441,43150,84292,3119,117072,39279,77793,3119,10370,3871,6498,0,Y,0.335511480114801,E12000005,West Midlands,402098,300804,-1.97044,52.605,0.411781671860601
E08000031,Wolverhampton,Y,E08000031,264036,Co-Mingled,1,Y,Wolverhampton MBC,Unitary,120981,42448,78534,2690,102378,38137,64242,2690,18603,4311,14292,0,Y,0.372511672429624,E12000005,West Midlands,391463,300016,-2.12746,52.5979,0.387742580557197
E08000032,Bradford,Y,E08000032,546976,Co-Mingled,1,Y,Bradford City MDC (MBC),Unitary,235933,84787,151146,19852,206356,74459,131897,19852,29577,10328,19249,0,Y,0.360827889666402,E12000003,Yorkshire and The Humber,408395,438626,-1.87389,53.8438,0.377267009887088
E08000033,Calderdale,Y,E08000033,206818,Multi-Stream,3,Y,Calderdale MBC,Unitary,84125,43361,40764,219,83580,42814,40767,219,545,548,-3,0,Y,0.5122517348648,E12000003,Yorkshire and The Humber,402617,424896,-1.96182,53.7205,0.404123432196424
E08000034,Kirklees,Y,E08000034,433355,Co-Mingled,1,Y,Kirklees MBC,Unitary,189729,49166,140563,5168,161717,43485,118232,5168,28012,5680,22332,0,Y,0.26889566341201,E12000003,Yorkshire and The Humber,414586,416223,-1.78085,53.6423,0.373174418202167
E08000035,Leeds,Y,E08000035,809036,Co-Mingled,1,Y,Leeds City Council MBC,Unitary,340495,125426,215069,9591,317123,114208,202915,9591,23373,11218,12154,0,Y,0.360137864487912,E12000003,Yorkshire and The Humber,432528,436384,-1.50736,53.8227,0.391976376823775
E08000036,Wakefield,Y,E08000036,353802,Co-Mingled,1,Y,Wakefield City MDC,Unitary,180921,82817,98104,6489,161796,79558,82238,6489,19125,3259,15866,0,Y,0.491717965833519,E12000003,Yorkshire and The Humber,438366,418235,-1.42092,53.6592,0.457306629131548
E08000037,Gateshead,Y,E08000037,196154,Two Stream,2,Y,Gateshead MBC,Unitary,97432,30381,67052,2642,90005,28561,61444,2642,7427,1819,5608,0,Y,0.317326815176935,E12000001,North East,420159,559652,-1.68694,54.9311,0.458848659726541
E09000001,City of London,Y,E09000001,8618,Co-Mingled,1,Y,City of London,Unitary,4581,1127,3453,55,3432,1096,2336,55,1149,31,1117,0,Y,0.319347319347319,E12000007,London,532382,181358,-0.09351,51.5156,0.39823624970991
E09000002,Barking and Dagenham,Y,E09000002,218534,Co-Mingled,1,Y,Barking and Dagenham LB,Collection,92982,27906,65076,1312,85560,26103,59457,1312,7422,1802,5620,0,Y,0.305084151472651,E12000007,London,547757,185111,0.129479,51.5456,0.391518024655202
E09000003,Barnet,Y,E09000003,388639,Co-Mingled,1,Y,Barnet LB,Collection,157888,45184,112704,3870,144363,43006,101357,3870,13525,2178,11347,0,Y,0.297901816947556,E12000007,London,523473,191752,-0.21819,51.6111,0.371457831046292
E09000004,Bexley,Y,E09000004,246543,Multi-Stream,3,Y,Bexley LB,Unitary,109203,43936,65267,1181,90450,38610,51840,1181,18753,5326,13427,0,Y,0.426865671641791,E12000007,London,549202,175434,0.146212,51.4582,0.36687312152444
E09000005,Brent,Y,E09000005,338918,Co-Mingled,1,Y,Brent LB,Collection,112526,34026,78499,4851,89738,33961,55777,4851,22788,65,22723,0,Y,0.37844614321692,E12000007,London,519615,186465,-0.27568,51.5644,0.264777910881098
E09000006,Bromley,Y,E09000006,329830,Two Stream,2,Y,Bromley LB,Unitary,150942,63556,87386,3429,128563,62590,65973,3429,22380,966,21414,0,Y,0.486843026376174,E12000007,London,542036,165707,0.039246,51.3727,0.389785647151563
E09000007,Camden,Y,E09000007,210390,Co-Mingled,1,Y,Camden LB,Collection,90315,23189,67126,2479,63001,17679,45322,2479,27314,5510,21804,0,Y,0.280614593419152,E12000007,London,527491,184283,-0.16291,51.543,0.29944864299634
E09000008,Croydon,Y,E09000008,390506,Two Stream,2,Y,Croydon LB,Unitary,159819,57939,101880,3322,140341,54047,86294,3322,19478,3892,15585,0,Y,0.385111977255399,E12000007,London,533922,164744,-0.07761,51.366,0.359382442267212
E09000009,Ealing,Y,E09000009,366127,Co-Mingled,1,Y,Ealing LB,Collection,120872,41922,78950,2962,87977,41914,46063,2962,32895,8,32887,0,Y,0.476419973402139,E12000007,London,517055,181959,-0.3141,51.5244,0.240290937297714
E09000010,Enfield,Y,E09000010,329601,Co-Mingled,1,Y,Enfield LB,Collection,134930,35544,99386,9747,109510,33853,75657,9747,25419,1691,23728,0,Y,0.309131586156515,E12000007,London,532831,196198,-0.08144,51.6489,0.332250205551561
E09000011,Greenwich,Y,E09000011,289254,Co-Mingled,1,Y,Greenwich LB,Unitary,117439,36047,81392,3328,107383,33821,73561,3308,10057,2225,7831,20,Y,0.314956743618636,E12000007,London,542507,175878,0.050093,51.4639,0.371241192861637
E09000012,Hackney,Y,E09000012,259956,Co-Mingled,1,Y,Hackney LB,Collection,118175,31523,86652,2279,86863,25266,61597,2279,31312,6257,25055,0,Y,0.290871832656022,E12000007,London,534560,185787,-0.06045,51.5549,0.334145009155396
E09000013,Hammersmith and Fulham,Y,E09000013,183295,Co-Mingled,1,Y,Hammersmith and Fulham LB,Collection,69886,12189,57697,1998,44558,11704,32854,1998,25328,486,24842,0,Y,0.262668881009022,E12000007,London,523867,177993,-0.21735,51.4873,0.243094465206361
E09000014,Haringey,Y,E09000014,264130,Co-Mingled,1,Y,Haringey LB,Collection,102037,26917,75120,3352,83752,25295,58456,3352,18286,1622,16664,0,Y,0.302022638265355,E12000007,London,531260,189349,-0.1067,51.5877,0.317086283269602
E09000015,Harrow,Y,E09000015,260987,Co-Mingled,1,Y,Harrow LB,Collection,95869,32622,63247,465,90912,32421,58491,465,4957,201,4756,0,Y,0.356619588173178,E12000007,London,515359,189736,-0.33598,51.5947,0.34833918930828
E09000016,Havering,Y,E09000016,262022,Co-Mingled,1,Y,Havering LB,Collection,114892,43273,71619,1464,109978,40299,69679,1464,4914,2974,1940,0,Y,0.36642783102075,E12000007,London,555032,187514,0.235368,51.5652,0.419728114433139
E09000017,Hillingdon,Y,E09000017,304792,Co-Mingled,1,Y,Hillingdon LB,Collection,130829,43075,87753,2692,107926,41217,66709,2692,22903,1858,21045,0,Y,0.38190056149584,E12000007,London,508166,183121,-0.44182,51.5366,0.354097220399486
E09000018,Hounslow,Y,E09000018,287940,Multi-Stream,3,Y,Hounslow LB,Collection,108111,33898,74213,-49,92438,33151,59286,-49,15674,747,14927,0,Y,0.35862956792661,E12000007,London,512737,174959,-0.37855,51.4624,0.321032159477669
E09000019,Islington,Y,E09000019,216767,Co-Mingled,1,Y,Islington LB,Collection,96207,20806,75401,1547,58261,17544,40717,1547,37946,3262,34684,0,Y,0.301127684042498,E12000007,London,531160,184645,-0.10989,51.5455,0.26877246075279
E09000020,Kensington and Chelsea,Y,E09000020,143940,Co-Mingled,1,Y,Royal Borough of Kensington and Chelsea,Collection,70932,15220,55712,1065,47237,10903,36334,1065,23695,4317,19378,0,Y,0.230814827359909,E12000007,London,525756,179058,-0.18977,51.4965,0.328171460330693
E09000021,Kingston upon Thames,Y,E09000021,167845,Two Stream,2,Y,Royal Borough of Kingston upon Thames,Unitary,64138,30460,33679,837,60330,29026,31304,837,3809,1433,2375,0,Y,0.481120503895243,E12000007,London,519508,167389,-0.28367,51.393,0.35943876791087
E09000022,Lambeth,Y,E09000022,317498,Co-Mingled,1,Y,Lambeth LB,Collection,118530,26921,91608,3271,71833,24795,47039,3271,46696,2127,44570,0,Y,0.34517561566411,E12000007,London,531118,175629,-0.11385,51.4645,0.226247094469886
E09000023,Lewisham,Y,E09000023,299810,Co-Mingled,1,Y,Lewisham LB,Unitary,113647,25831,87816,2728,92194,25068,67126,2728,21453,762,20691,0,Y,0.27190489619715,E12000007,London,537888,173343,-0.01734,51.4423,0.307508088456022
E09000024,Merton,Y,E09000024,215324,Two Stream,2,Y,Merton LB,Unitary,78498,32515,45983,195,71215,29916,41299,195,7284,2599,4684,0,Y,0.42008003931756,E12000007,London,526068,169508,-0.18868,51.4106,0.330734149467779
E09000025,Newham,Y,E09000025,350626,Co-Mingled,1,Y,Newham LB,Collection,134838,33295,101543,1150,126213,31300,94913,1150,8625,1996,6629,0,Y,0.247993471353981,E12000007,London,540713,183346,0.027261,51.5315,0.35996474876364
E09000026,Redbridge,Y,E09000026,309836,Two Stream,2,Y,Redbridge LB,Collection,111132,32401,78732,1244,102110,31124,70986,1244,9022,1277,7745,0,Y,0.304808539810009,E12000007,London,543512,189477,0.070085,51.5859,0.32956144540983
E09000027,Richmond upon Thames,Y,E09000027,195232,Two Stream,2,Y,Richmond upon Thames LB,Collection,80154,32143,48011,382,73377,29966,43411,382,6776,2176,4600,0,Y,0.408384098559494,E12000007,London,519005,172650,-0.28914,51.4403,0.375845148336338
E09000028,Southwark,Y,E09000028,306374,Co-Mingled,1,Y,Southwark LB,Unitary,121956,40784,81171,3533,111574,39809,71765,3533,10381,975,9406,0,Y,0.356794593722552,E12000007,London,533945,175869,-0.07308,51.4659,0.364175811263358
E09000029,Sutton,Y,E09000029,209517,Two Stream,2,Y,Sutton LB,Unitary,76446,33128,43318,1675,71152,31549,39603,1675,5295,1579,3716,0,Y,0.443402855857882,E12000007,London,527357,163639,-0.17226,51.3576,0.339600127913248
E09000030,Tower Hamlets,Y,E09000030,312273,Co-Mingled,1,Y,Tower Hamlets LB,Unitary,113107,20368,92739,3083,88273,17403,70870,3083,24834,2965,21868,0,Y,0.197149751339594,E12000007,London,536340,181452,-0.03647,51.5155,0.282678937980549
E09000031,Waltham Forest,Y,E09000031,278050,Co-Mingled,1,Y,Waltham Forest LB,Collection,109480,35154,74326,5170,100835,32277,68558,5170,8645,2877,5768,0,Y,0.320097188476224,E12000007,London,537328,190278,-0.0188,51.5946,0.362650602409639
E09000032,Wandsworth,Y,E09000032,328367,Co-Mingled,1,Y,Wandsworth LB,Collection,105926,22978,82948,3183,99366,22735,76631,3183,6560,243,6317,0,Y,0.228800595777228,E12000007,London,525152,174138,-0.20021,51.4524,0.30260653476141
E09000033,Westminster,Y,E09000033,205087,Co-Mingled,1,Y,Westminster City Council,Unitary,155708,30108,125601,1700,73207,15323,57884,1700,82502,14785,67717,0,Y,0.209310585053342,E12000007,London,528268,180871,-0.15295,51.5122,0.35695582850205
