lad21cd,local_authority,in_lad,wa21cd,population,collection_type,collection_type_sort,in_foi,waste_authority,waste_authority_type,total_collected,total_recycled,total_not_recycled,total_rejects,household_collected,household_recycled,household_not_recycled,household_rejects,non_household_collected,non_household_recycled,non_household_not_recycled,non_household_rejects,in_rec,household_recycle_rate,rgn21cd,region,bng_e,bng_n,long,lat,household_collected_per_cap
E07000076,Tendring,Y,E07000076,148934,Two Stream,2,Y,Tendring District Council,Collection,52857,21371,31486,5,52857,21371,31486,5,0,0,0,0,Y,0.4043173089657,E12000006,East of England,614190,222141,1.10898,51.8567,0.354902171431641
E07000077,Uttlesford,Y,E07000077,91948,Co-Mingled,1,Y,Uttlesford District Council,Collection,36786,17751,19035,706,34074,17645,16429,706,2712,105,2606,0,Y,0.517843517051124,E12000006,East of England,557832,228865,0.294485,51.9359,0.370579022926002
E07000078,Cheltenham,Y,E07000078,118866,Multi-Stream,3,Y,Cheltenham Borough Council,Collection,51755,24795,26960,705,49065,24640,24425,705,2690,154,2535,0,Y,0.502190971160705,E12000009,South West,394925,222232,-2.07515,51.8986,0.412775730654687
E07000079,Cotswold,Y,E07000079,91125,Multi-Stream,3,Y,Cotswold District Council,Collection,40197,23737,16460,55,39994,23672,16322,55,203,65,138,0,Y,0.591888783317498,E12000009,South West,402125,208209,-1.97059,51.7725,0.438891632373114
E07000080,Forest of Dean,Y,E07000080,87140,Multi-Stream,3,Y,Forest of Dean District Council,Collection,35383,19256,16127,103,35293,19153,16140,103,90,103,-13,0,Y,0.542685518374749,E12000009,South West,367175,212759,-2.47755,51.8125,0.405014918521919
E07000081,Gloucester,Y,E07000081,132538,Two Stream,2,Y,Gloucester City Council,Collection,49277,20912,28365,-29,47585,20779,26806,-29,1692,133,1558,0,Y,0.436671219922244,E12000009,South West,384071,216449,-2.23263,51.8464,0.359029108632996
E07000082,Stroud,Y,E07000082,121529,Two Stream,2,Y,Stroud District Council,Collection,39568,22937,16632,1046,39391,22933,16458,1046,177,3,174,0,Y,0.58218882485847,E12000009,South West,378807,202410,-2.30818,51.72,0.324128397337261
E07000083,Tewkesbury,Y,E07000083,95429,Co-Mingled,1,Y,Tewkesbury Borough Council,Collection,38663,20198,18465,658,37331,20188,17143,658,1332,10,1322,0,Y,0.540783798987437,E12000009,South West,386347,226279,-2.19998,51.9348,0.391191356925044
E07000084,Basingstoke and Deane,Y,E07000084,185656,Two Stream,2,Y,Basingstoke and Deane Borough Council,Collection,64412,19027,45385,1960,64128,19027,45101,1960,284,0,284,0,Y,0.296703468063872,E12000008,South East,454508,151423,-1.22021,51.2594,0.345413021933037
E07000085,East Hampshire,Y,E07000085,126199,Two Stream,2,Y,East Hampshire District Council,Collection,42474,15569,26905,1718,42192,15506,26687,1718,282,63,218,0,Y,0.367510428517254,E12000008,South East,474404,129237,-0.93971,51.0577,0.334329115127695
E07000086,Eastleigh,Y,E07000086,136974,Two Stream,2,Y,Eastleigh Borough Council,Collection,49856,20714,29142,1542,46861,20552,26309,1542,2995,162,2833,0,Y,0.438573653997994,E12000008,South East,447202,116802,-1.32943,50.9487,0.342116022018777
E07000087,Fareham,Y,E07000087,114993,Co-Mingled,1,Y,Fareham Borough Council,Collection,40941,13303,27638,1150,36449,12823,23626,1150,4492,481,4012,0,Y,0.351806633926857,E12000008,South East,453774,106319,-1.23742,50.8539,0.316967119737723
E07000088,Gosport,Y,E07000088,82178,Co-Mingled,1,Y,Gosport Borough Council,Collection,26445,7161,19284,953,26336,7156,19180,953,109,5,104,0,Y,0.271719319562576,E12000008,South East,458769,101088,-1.16731,50.8064,0.320475066319453
E07000089,Hart,Y,E07000089,100293,Two Stream,2,Y,Hart District Council,Collection,35083,14300,20784,1480,34928,14300,20628,1480,156,0,156,0,Y,0.409413650939075,E12000008,South East,477985,154240,-0.88321,51.282,0.348259599373835
E07000090,Havant,Y,E07000090,124470,Co-Mingled,1,Y,Havant Borough Council,Collection,44875,14667,30208,1885,44407,14472,29936,1885,468,196,272,0,Y,0.325894566172,E12000008,South East,470178,108564,-1.00398,50.8723,0.356768699284968
E07000091,New Forest,Y,E07000091,176262,Two Stream,2,Y,New Forest District Council,Collection,62289,20797,41492,1763,59675,19534,40141,1763,2613,1262,1351,0,Y,0.327339757017176,E12000008,South East,428748,106521,-1.59293,50.8575,0.338558509491552
E07000092,Rushmoor,Y,E07000092,100068,Two Stream,2,Y,Rushmoor Borough Council,Collection,33624,12327,21297,1228,33463,12323,21140,1228,160,3,157,0,Y,0.368257478408989,E12000008,South East,486022,153944,-0.76807,51.2781,0.334402606227765
E07000093,Test Valley,Y,E07000093,131190,Co-Mingled,1,Y,Test Valley Borough Council,Collection,46928,18067,28861,1148,46620,17941,28679,1148,308,127,182,0,Y,0.384834834834835,E12000008,South East,434930,137329,-1.50214,51.1342,0.355362451406357
E07000094,Winchester,Y,E07000094,127916,Two Stream,2,Y,Winchester City Council,Collection,44218,18036,26182,1448,43378,17597,25782,1448,840,439,400,0,Y,0.405666466872608,E12000008,South East,453115,125901,-1.24393,51.03,0.339113168016511
E07000095,Broxbourne,Y,E07000095,99138,Multi-Stream,3,Y,Broxbourne Borough Council,Collection,40115,15420,24695,174,36874,15420,21453,174,3242,0,3242,0,Y,0.418180832022563,E12000006,East of England,534742,204251,-0.05073,51.7208,0.371946176037443
E07000096,Dacorum,Y,E07000096,155217,Co-Mingled,1,Y,Dacorum Borough Council,Collection,61786,31644,30142,1550,58453,30820,27632,1550,3333,824,2509,0,Y,0.527261218414795,E12000006,East of England,500084,208745,-0.55098,51.7685,0.376588904565866
E07000098,Hertsmere,Y,E07000098,108105,Two Stream,2,Y,Hertsmere Borough Council,Collection,41864,17701,24162,6,39871,17679,22191,6,1993,22,1971,0,Y,0.443404981063931,E12000006,East of England,519774,199352,-0.26899,51.6802,0.368817353498913
E07000099,North Hertfordshire,Y,E07000099,133571,Two Stream,2,Y,North Hertfordshire District Council,Collection,51610,28418,23193,327,48435,27953,20482,327,3175,465,2711,0,Y,0.577123980592547,E12000006,East of England,522192,230256,-0.22314,51.9574,0.362616136736268
E07000102,Three Rivers,Y,E07000102,93952,Co-Mingled,1,Y,Three Rivers District Council,Collection,36525,22119,14407,610,33805,21453,12352,610,2720,666,2055,0,Y,0.634610264753735,E12000006,East of England,507313,196418,-0.45005,51.6563,0.359811393051771
E07000103,Watford,Y,E07000103,102451,Co-Mingled,1,Y,Watford Borough Council,Collection,32503,16773,15730,615,32372,16725,15647,615,131,48,83,0,Y,0.516650191523539,E12000006,East of England,510441,198197,-0.40429,51.6717,0.315975441918576
E07000105,Ashford,Y,E07000105,133178,Co-Mingled,1,Y,Ashford Borough Council,Collection,49611,25479,24132,1222,49269,25466,23803,1222,342,13,329,0,Y,0.516876737908218,E12000008,South East,597640,140644,0.823374,51.131,0.369948489990839
E07000106,Canterbury,Y,E07000106,156554,Two Stream,2,Y,Canterbury City Council,Collection,54128,23903,30225,440,53195,23873,29322,440,933,30,902,0,Y,0.448782780336498,E12000008,South East,616032,158096,1.09634,51.281,0.339786910586762
E07000107,Dartford,Y,E07000107,116777,Two Stream,2,Y,Dartford Borough Council,Collection,41815,10054,31761,638,41435,10054,31381,638,379,0,379,0,Y,0.242645106793773,E12000008,South East,556167,172917,0.245276,51.4337,0.354821583017204
E07000108,Dover,Y,E07000108,116595,Two Stream,2,Y,Dover District Council,Collection,41702,18323,23378,314,41672,18213,23458,314,30,110,-80,0,Y,0.437056056824726,E12000008,South East,628964,150942,1.27689,51.2118,0.357408122132167
E07000109,Gravesham,Y,E07000109,106838,Co-Mingled,1,Y,Gravesham Borough Council,Collection,40175,15653,24522,907,36951,15653,21298,907,3224,0,3224,0,Y,0.423615057779221,E12000008,South East,566969,169114,0.398744,51.3965,0.345860087234879
E07000110,Maidstone,Y,E07000110,176712,Co-Mingled,1,Y,Maidstone Borough Council,Collection,61773,32464,29309,1350,61471,32454,29018,1350,302,10,291,0,Y,0.527956272063249,E12000008,South East,580489,151670,0.584061,51.2357,0.347859794467835
E07000111,Sevenoaks,Y,E07000111,120841,Co-Mingled,1,Y,Sevenoaks District Council,Collection,50629,19135,31495,435,49057,19054,30003,435,1572,80,1492,0,Y,0.388405324418534,E12000008,South East,552776,155218,0.188936,51.2756,0.40596320785164
E07000112,Folkestone and Hythe,Y,E07000112,110056,Two Stream,2,Y,Folkestone and Hythe District Council,Collection,40801,18435,22366,279,40697,18429,22268,279,104,6,98,0,Y,0.452834361255129,E12000008,South East,610318,134595,1.0008,51.0721,0.369784473359017
E07000113,Swale,Y,E07000113,152223,Co-Mingled,1,Y,Swale Borough Council,Collection,60188,24354,35834,1617,58240,24306,33934,1617,1948,49,1900,0,Y,0.417342032967033,E12000008,South East,593583,161818,0.776893,51.3225,0.382596585272922
E07000114,Thanet,Y,E07000114,140678,Two Stream,2,Y,Thanet District Council,Collection,53894,18314,35580,273,52829,18179,34650,273,1066,135,931,0,Y,0.344110242480456,E12000008,South East,631839,166752,1.32823,51.3525,0.375531355293649
E07000115,Tonbridge and Malling,Y,E07000115,132386,Two Stream,2,Y,Tonbridge and Malling Borough Council,Collection,47523,21318,26205,429,47504,21318,26186,429,19,0,19,0,Y,0.448762209498148,E12000008,South East,564014,153898,0.349306,51.2606,0.358829483480126
E07000116,Tunbridge Wells,Y,E07000116,115681,Multi-Stream,3,Y,Tunbridge Wells Borough Council,Collection,43097,20615,22482,334,43079,20613,22466,334,18,2,17,0,Y,0.478493001230298,E12000008,South East,573139,136599,0.471632,51.1025,0.372394775287212
E07000117,Burnley,Y,E07000117,94721,Two Stream,2,Y,Burnley Borough Council,Collection,34986,10566,24420,272,31579,10155,21423,272,3408,411,2997,0,Y,0.32157446404256,E12000002,North West,384886,430882,-2.2308,53.7741,0.333389639045196
E07000118,Chorley,Y,E07000118,117937,Two Stream,2,Y,Chorley Borough Council,Collection,46767,21748,25018,1243,46502,21739,24763,1243,265,10,255,0,Y,0.467485269450776,E12000002,North West,359189,419724,-2.61921,53.6724,0.394295259333373
E07000119,Fylde,Y,E07000119,81845,Two Stream,2,Y,Fylde Borough Council,Collection,34266,14802,19465,651,33093,14686,18406,651,1174,115,1059,0,Y,0.44377965128577,E12000002,North West,339554,433811,-2.91914,53.7971,0.404337467163541
E07000120,Hyndburn,Y,E07000120,82261,Multi-Stream,3,Y,Hyndburn Borough Council,Collection,31692,8358,23335,703,23817,7863,15953,703,7876,495,7381,0,Y,0.330142335306714,E12000002,North West,374407,428971,-2.38964,53.7565,0.289529667764797
E07000121,Lancaster,Y,E07000121,142162,Two Stream,2,Y,Lancaster City Council,Collection,55937,21263,34674,566,51387,19781,31606,566,4550,1482,3068,0,Y,0.384941716776617,E12000002,North West,356896,464988,-2.6603,54.079,0.361467902815098
E07000122,Pendle,Y,E07000122,95789,Two Stream,2,Y,Pendle Borough Council,Collection,39384,11534,27850,751,35145,10889,24256,751,4239,644,3595,0,Y,0.309830701379997,E12000002,North West,387637,443368,-2.18957,53.8864,0.366900165989832
E07000123,Preston,Y,E07000123,147617,Two Stream,2,Y,Preston City Council,Collection,58944,18603,40341,505,54681,17667,37014,505,4262,936,3326,0,Y,0.323092116091513,E12000002,North West,352825,436432,-2.71809,53.822,0.370424815570022
E07000124,Ribble Valley,Y,E07000124,61907,Two Stream,2,Y,Ribble Valley Borough Council,Collection,26384,9566,16818,401,24999,9392,15607,401,1385,174,1211,0,Y,0.375695027801112,E12000002,North West,372687,447676,-2.4174,53.9245,0.403815400520135
E07000125,Rossendale,Y,E07000125,71010,Two Stream,2,Y,Rossendale Borough Council,Collection,27320,8886,18434,556,25717,8454,17263,556,1603,432,1171,0,Y,0.328731967181242,E12000002,North West,382827,420955,-2.26149,53.6848,0.362160259118434
E07000126,South Ribble,Y,E07000126,111204,Two Stream,2,Y,South Ribble Borough Council,Collection,45468,19896,25572,1096,43237,19679,23558,1096,2231,217,2013,0,Y,0.455142586210884,E12000002,North West,352017,425840,-2.72871,53.7267,0.388807956548326
E07000127,West Lancashire,Y,E07000127,117125,Two Stream,2,Y,West Lancashire Borough Council,Collection,51306,23614,27692,601,49302,23407,25896,601,2004,208,1796,0,Y,0.474767757900288,E12000002,North West,342611,413270,-2.86893,53.6128,0.420934898612593
E07000128,Wyre,Y,E07000128,112457,Two Stream,2,Y,Wyre Borough Council,Collection,44340,20152,24187,717,44030,20119,23912,717,309,34,276,0,Y,0.456938451056098,E12000002,North West,347295,445159,-2.80359,53.8999,0.391527428261469
E07000129,Blaby,Y,E07000129,103271,Co-Mingled,1,Y,Blaby District Council,Collection,39026,16161,22865,1055,37819,15974,21845,1055,1207,187,1021,0,Y,0.42238028504191,E12000004,East Midlands,454385,297994,-1.19887,52.5771,0.366211230645583
E07000130,Charnwood,Y,E07000130,182817,Co-Mingled,1,Y,Charnwood Borough Council,Collection,65154,28051,37103,2509,63611,27621,35990,2509,1543,430,1113,0,Y,0.43421735234472,E12000004,East Midlands,458365,316155,-1.13694,52.7399,0.347949041938113
E07000131,Harborough,Y,E07000131,98287,Co-Mingled,1,Y,Harborough District Council,Collection,42350,18056,24294,1126,38694,17311,21383,1126,3656,745,2911,0,Y,0.44738202305267,E12000004,East Midlands,474549,293875,-0.90229,52.5377,0.393683803554895
E07000132,Hinckley and Bosworth,Y,E07000132,113660,Co-Mingled,1,Y,Hinckley and Bosworth Borough Council,Collection,48818,20342,28475,1135,46436,19818,26618,1135,2381,524,1857,0,Y,0.4267809458179,E12000004,East Midlands,439538,301379,-1.41755,52.6088,0.408551821221186
E07000133,Melton,Y,E07000133,51773,Co-Mingled,1,Y,Melton Borough Council,Collection,21979,9486,12493,490,21780,9476,12304,490,199,10,189,0,Y,0.435078053259871,E12000004,East Midlands,477328,323472,-0.8544,52.8033,0.420682595175091
E07000134,North West Leicestershire,Y,E07000134,105011,Multi-Stream,3,Y,North West Leicestershire District Council,Collection,46492,20099,26393,-119,43064,20059,23005,-119,3428,40,3388,0,Y,0.465795095671559,E12000004,East Midlands,439111,316252,-1.42209,52.7425,0.410090371484892
E07000135,Oadby and Wigston,Y,E07000135,57753,Co-Mingled,1,Y,Oadby and Wigston Borough Council,Collection,18844,7965,10880,544,18843,7965,10878,544,2,0,2,0,Y,0.422703391179748,E12000004,East Midlands,461543,299379,-1.093,52.5887,0.326268765258948
E07000136,Boston,Y,E07000136,70798,Co-Mingled,1,Y,Boston Borough Council,Collection,30913,10160,20753,969,29365,10073,19292,969,1548,87,1461,0,Y,0.343027413587604,E12000004,East Midlands,526851,343953,-0.11218,52.9779,0.414771603717619
E07000137,East Lindsey,Y,E07000137,142951,Co-Mingled,1,Y,East Lindsey District Council,Collection,57590,23352,34238,2823,57499,23270,34229,2823,91,82,10,0,Y,0.404702690481574,E12000004,East Midlands,534861,376064,0.020516,53.2645,0.402228735720632
E07000138,Lincoln,Y,E07000138,102330,Co-Mingled,1,Y,Lincoln City Council,Collection,36981,12332,24650,2464,36981,12332,24650,2464,0,0,0,0,Y,0.333468537897839,E12000004,East Midlands,496347,370096,-0.55848,53.2192,0.361389621811785
E07000139,North Kesteven,Y,E07000139,118553,Co-Mingled,1,Y,North Kesteven District Council,Collection,49216,21643,27574,2394,49136,21639,27497,2394,80,3,77,0,Y,0.440389938130902,E12000004,East Midlands,502135,354788,-0.4767,53.0806,0.414464416758749
E07000140,South Holland,Y,E07000140,95485,Co-Mingled,1,Y,South Holland District Council,Collection,37736,11755,25981,3057,37681,11754,25927,3057,55,1,54,0,Y,0.311934396645524,E12000004,East Midlands,532910,322928,-0.03057,52.7876,0.394627428391894
E07000141,South Kesteven,Y,E07000141,143787,Co-Mingled,1,Y,South Kesteven District Council,Collection,58962,22736,36226,4368,56126,22298,33828,4368,2836,438,2398,0,Y,0.397284680896554,E12000004,East Midlands,501406,328986,-0.49565,52.8489,0.390341268682148
E07000142,West Lindsey,Y,E07000142,95570,Co-Mingled,1,Y,West Lindsey District Council,Collection,43643,17522,26120,3282,41515,17082,24434,3282,2127,441,1687,0,Y,0.411465735276406,E12000004,East Midlands,499314,390326,-0.50774,53.4004,0.434393638170974
E07000143,Breckland,Y,E07000143,142164,Co-Mingled,1,Y,Breckland Council,Collection,55714,22273,33441,2174,55344,22245,33099,2174,371,28,343,0,Y,0.401940589765828,E12000006,East of England,591015,303330,0.818716,52.5942,0.389296868405503
E07000144,Broadland,Y,E07000144,132247,Co-Mingled,1,Y,Broadland District Council,Collection,54347,27320,27027,2037,53751,27203,26548,2037,596,117,479,0,Y,0.506092909899351,E12000006,East of England,619864,315909,1.25232,52.6962,0.406444002510454
E07000145,Great Yarmouth,Y,E07000145,100146,Co-Mingled,1,Y,Great Yarmouth Borough Council,Collection,40408,12438,27970,1484,40122,12432,27690,1484,286,6,280,0,Y,0.309854942425602,E12000006,East of England,646761,315881,1.64951,52.6844,0.400635072793721
E07000146,King's Lynn and West Norfolk,Y,E07000146,154910,Co-Mingled,1,Y,Kings Lynn and West Norfolk Borough Council,Collection,66862,26922,39940,2727,64404,25970,38434,2727,2458,952,1506,0,Y,0.403235823861872,E12000006,East of England,571219,315805,0.533243,52.7128,0.415751081272997
E07000147,North Norfolk,Y,E07000147,103257,Co-Mingled,1,Y,North Norfolk District Council,Collection,51250,21862,29388,2562,45507,19238,26269,2562,5743,2624,3119,0,Y,0.422748148636474,E12000006,East of England,611076,330857,1.1321,52.8339,0.440715883668904
E07000148,Norwich,Y,E07000148,143118,Co-Mingled,1,Y,Norwich City Council,Collection,48451,18703,29747,1947,47121,18666,28455,1947,1330,38,1292,0,Y,0.396129114407589,E12000006,East of England,622355,309773,1.28498,52.6401,0.32924579717436
E07000149,South Norfolk,Y,E07000149,142527,Co-Mingled,1,Y,South Norfolk Council,Collection,59437,25117,34320,2288,55914,24121,31793,2288,3522,996,2527,0,Y,0.431394641771292,E12000006,East of England,628990,295823,1.37323,52.5122,0.392304615967501
E07000163,Craven,Y,E07000163,57090,Co-Mingled,1,Y,Craven District Council,Collection,25490,9325,16165,608,21821,8575,13245,608,3669,750,2920,0,Y,0.392970074698685,E12000003,Yorkshire and The Humber,389513,461989,-2.16168,54.0538,0.38222105447539
E07000164,Hambleton,Y,E07000164,91037,Two Stream,2,Y,Hambleton District Council,Collection,36303,17461,18842,432,36200,17454,18745,432,104,7,97,0,Y,0.482154696132597,E12000003,Yorkshire and The Humber,443009,490546,-1.34049,54.3087,0.397640519788657
E07000165,Harrogate,Y,E07000165,164105,Multi-Stream,3,Y,Harrogate Borough Council,Collection,63331,23864,39467,-447,55349,23552,31797,-447,7982,312,7670,0,Y,0.425518076207339,E12000003,Yorkshire and The Humber,427473,464652,-1.58161,54.0771,0.337277962280247
E07000166,Richmondshire,Y,E07000166,50358,Multi-Stream,3,Y,Richmondshire District Council,Collection,19384,7823,11561,0,19330,7822,11508,0,54,1,53,0,Y,0.404655975168132,E12000003,Yorkshire and The Humber,401039,495786,-1.98552,54.3576,0.383851622383733
E07000167,Ryedale,Y,E07000167,54897,Multi-Stream,3,Y,Ryedale District Council,Collection,25848,10882,14966,-4,22957,10570,12387,-4,2890,311,2579,0,Y,0.460426013851984,E12000003,Yorkshire and The Humber,475590,478890,-0.84277,54.2002,0.418183142976848
E07000168,Scarborough,Y,E07000168,108959,Co-Mingled,1,Y,Scarborough Borough Council,Collection,51512,16489,35023,643,45807,16454,29353,643,5705,36,5670,0,Y,0.359202741939005,E12000003,Yorkshire and The Humber,495798,495548,-0.52778,54.3465,0.420405840729082
E07000169,Selby,Y,E07000169,92401,Multi-Stream,3,Y,Selby District Council,Collection,43612,18549,25062,657,41477,18151,23326,657,2135,398,1736,0,Y,0.437616028160185,E12000003,Yorkshire and The Humber,457551,426670,-1.12908,53.7333,0.448880423372041
E07000170,Ashfield,Y,E07000170,126372,Two Stream,2,Y,Ashfield District Council,Collection,50536,18395,32141,503,48123,17823,30301,503,2413,573,1840,0,Y,0.370363443675581,E12000004,East Midlands,450035,355843,-1.25422,53.0975,0.38080429209002
E07000171,Bassetlaw,Y,E07000171,118351,Co-Mingled,1,Y,Bassetlaw District Council,Collection,48374,12364,36010,983,46786,12364,34422,983,1589,0,1589,0,Y,0.264267088445261,E12000004,East Midlands,468073,384835,-0.9787,53.356,0.395315628934272
E07000172,Broxtowe,Y,E07000172,110813,Two Stream,2,Y,Broxtowe Borough Council,Collection,43787,15378,28409,1006,42190,15042,27148,1006,1597,336,1261,0,Y,0.356529983408391,E12000004,East Midlands,449829,341893,-1.25944,52.9721,0.380731502621534
E07000173,Gedling,Y,E07000173,117298,Two Stream,2,Y,Gedling Borough Council,Collection,48622,15329,33293,1389,46124,15259,30865,1389,2497,70,2427,0,Y,0.330825600555026,E12000004,East Midlands,459184,347811,-1.11907,53.0243,0.393220685774693
E07000174,Mansfield,Y,E07000174,110602,Co-Mingled,1,Y,Mansfield District Council,Collection,48624,15000,33625,1098,45466,14587,30879,1098,3158,413,2745,0,Y,0.320833150046188,E12000004,East Midlands,455047,363637,-1.17804,53.167,0.41107755736786
E07000175,Newark and Sherwood,Y,E07000175,123383,Co-Mingled,1,Y,Newark and Sherwood District Council,Collection,51123,16933,34190,1078,47677,16481,31195,1078,3446,452,2994,0,Y,0.3456803070663,E12000004,East Midlands,470624,357451,-0.94643,53.1096,0.386414660042307
E07000176,Rushcliffe,Y,E07000176,119438,Co-Mingled,1,Y,Rushcliffe Borough Council,Collection,48555,23234,25321,1027,48179,23109,25070,1027,376,124,252,0,Y,0.479648809647357,E12000004,East Midlands,466606,335453,-1.01097,52.9124,0.403380833570555
E07000177,Cherwell,Y,E07000177,161837,Co-Mingled,1,Y,Cherwell District Council,Collection,66205,36197,30008,1370,65456,36174,29282,1370,748,23,726,0,Y,0.552646052309949,E12000008,South East,449301,221201,-1.28506,51.8872,0.404456335695793
E07000178,Oxford,Y,E07000178,160021,Co-Mingled,1,Y,Oxford City Council,Collection,57502,28039,29463,1091,44215,22645,21570,1091,13287,5393,7894,0,Y,0.512156507972408,E12000008,South East,452277,206368,-1.24405,51.7536,0.276307484642641
E07000179,South Oxfordshire,Y,E07000179,150024,Co-Mingled,1,Y,South Oxfordshire District Council,Collection,54436,33986,20450,1347,54228,33986,20242,1347,208,0,208,0,Y,0.62672420151951,E12000008,South East,463890,191964,-1.07847,51.6229,0.361462166053431
E07000180,Vale of White Horse,Y,E07000180,139487,Co-Mingled,1,Y,Vale of White Horse District Council,Collection,48776,30053,18723,1488,48589,30053,18536,1488,187,0,187,0,Y,0.618514478585688,E12000008,South East,435693,195197,-1.48543,51.6544,0.348340705585467
E07000181,West Oxfordshire,Y,E07000181,115161,Multi-Stream,3,Y,West Oxfordshire District Council,Collection,48439,27067,21373,2161,45412,26184,19228,2161,3028,883,2145,0,Y,0.576587686074165,E12000008,South East,434343,215816,-1.50292,51.8399,0.394334887678989
E07000187,Mendip,Y,E50000009,116285,Two Stream,2,Y,Somerset Waste Partnership,Unitary,271604,150246,121358,33,266473,149880,116593,33,5131,366,4765,0,Y,0.562458485475076,E12000009,South West,362238,144090,-2.54178,51.1948,2.29155093090252
E07000188,Sedgemoor,Y,E50000009,125752,Two Stream,2,Y,Somerset Waste Partnership,Unitary,271604,150246,121358,33,266473,149880,116593,33,5131,366,4765,0,Y,0.562458485475076,E12000009,South West,338429,143998,-2.88246,51.1919,2.11903588014505
E07000189,South Somerset,Y,E50000009,173173,Two Stream,2,Y,Somerset Waste Partnership,Unitary,271604,150246,121358,33,266473,149880,116593,33,5131,366,4765,0,Y,0.562458485475076,E12000009,South West,345633,120798,-2.77588,50.984,1.53876759079071
E07000192,Cannock Chase,Y,E07000192,100590,Co-Mingled,1,Y,Cannock Chase Council,Collection,40283,16809,23474,781,40063,16800,23263,781,220,9,211,0,Y,0.419339540224147,E12000005,West Midlands,401261,311553,-1.98277,52.7017,0.398280147131922
E07000193,East Staffordshire,Y,E07000193,124477,Two Stream,2,Y,East Staffordshire Borough Council,Collection,49535,20469,29066,954,48874,20434,28439,954,662,35,627,0,Y,0.418095510905594,E12000005,West Midlands,412601,326569,-1.81438,52.8365,0.392634783935988
E07000194,Lichfield,Y,E07000194,106909,Co-Mingled,1,Y,Lichfield District Council,Collection,44876,19955,24921,1352,43289,19569,23720,1352,1587,385,1201,0,Y,0.452054794520548,E12000005,West Midlands,416283,310967,-1.76049,52.6962,0.404914459961275
E07000195,Newcastle-under-Lyme,Y,E07000195,123025,Two Stream,2,Y,Newcastle-under-Lyme Borough Council,Collection,49392,22589,26803,422,47223,22446,24777,422,2169,143,2026,0,Y,0.475319230036211,E12000005,West Midlands,378199,345174,-2.32631,53.0034,0.383848811217232
E07000196,South Staffordshire,Y,E07000196,110793,Co-Mingled,1,Y,South Staffordshire Council,Collection,44355,20173,24182,772,44355,20173,24182,772,0,0,0,0,Y,0.454807800698907,E12000005,West Midlands,389625,311037,-2.15495,52.6969,0.400341176789147
E07000197,Stafford,Y,E07000197,137231,Two Stream,2,Y,Stafford Borough Council,Collection,54812,25386,29425,1115,54682,25378,29304,1115,129,8,121,0,Y,0.464101532496983,E12000005,West Midlands,389001,327836,-2.16475,52.8479,0.398466818721717
E07000198,Staffordshire Moorlands,Y,E07000198,95993,Co-Mingled,1,Y,Staffordshire Moorlands District Council,Collection,41861,22166,19694,1230,40141,21880,18261,1230,1720,286,1434,0,Y,0.545078597942254,E12000005,West Midlands,400543,352443,-1.99334,53.0692,0.418165907930787
E07000199,Tamworth,Y,E07000199,78838,Co-Mingled,1,Y,Tamworth Borough Council,Collection,30575,11601,18975,875,30436,11601,18835,875,139,0,139,0,Y,0.381160467867,E12000005,West Midlands,421455,302550,-1.68451,52.6203,0.386057484969177
E07000200,Babergh,Y,E07000203,92723,Co-Mingled,1,Y,Mid Suffolk District Council,Collection,80551,31736,48815,3521,75444,30924,44520,3521,5107,812,4295,0,Y,0.409893430889136,E12000006,East of England,599987,244692,0.916149,52.0645,0.813649256387304
E07000202,Ipswich,Y,E07000202,139614,Co-Mingled,1,Y,Ipswich Borough Council,Collection,58789,18858,39931,2198,55102,18052,37050,2198,3687,806,2881,0,Y,0.327610613044899,E12000006,East of England,617161,244456,1.16614,52.0559,0.39467388657298
E07000203,Mid Suffolk,Y,E07000203,103417,Co-Mingled,1,Y,Mid Suffolk District Council,Collection,80551,31736,48815,3521,75444,30924,44520,3521,5107,812,4295,0,Y,0.409893430889136,E12000006,East of England,611646,262338,1.09695,52.2186,0.729512555962753
E07000207,Elmbridge,Y,E07000207,139369,Co-Mingled,1,Y,Elmbridge Borough Council,Collection,52715,26951,25764,1357,52561,26944,25617,1357,155,7,147,0,Y,0.512623428016971,E12000008,South East,511882,163658,-0.39441,51.361,0.37713551794158
E07000208,Epsom and Ewell,Y,E07000208,80998,Two Stream,2,Y,Epsom and Ewell Borough Council,Collection,32490,16761,15729,662,30062,16327,13735,662,2428,434,1994,0,Y,0.543110904131462,E12000008,South East,521176,161475,-0.26172,51.3395,0.371144966542384
E07000209,Guildford,Y,E07000209,143929,Co-Mingled,1,Y,Guildford Borough Council,Collection,59102,33059,26044,1904,54330,32241,22089,1904,4772,817,3955,0,Y,0.59342904472667,E12000008,South East,500408,151481,-0.56257,51.2537,0.377477784185258
E07000210,Mole Valley,Y,E07000210,87608,Co-Mingled,1,Y,Mole Valley District Council,Collection,33187,17997,15190,920,33151,17966,15185,920,36,31,5,0,Y,0.541944436065277,E12000008,South East,518377,148953,-0.30603,51.2275,0.378401515843302
E07000211,Reigate and Banstead,Y,E07000211,151423,Two Stream,2,Y,Reigate and Banstead Borough Council,Collection,58461,31188,27273,921,55903,31057,24846,921,2558,131,2427,0,Y,0.555551580416078,E12000008,South East,525786,152574,-0.19871,51.2585,0.369184337914319
